City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,rikaze,29.25,88.8833,286.15,69,100,1.16,CN,1689390153
296,nogliki,51.8333,143.1667,288.46,69,0,4.42,RU,1689390153
297,ypsonas,34.6884,32.9574,303.86,61,0,1.54,CY,1689390154
298,capao da canoa,-29.7456,-50.0097,282.59,78,86,2.26,BR,1689390154
299,hauterive,46.0901,3.4459,296.57,77,4,0.95,FR,1689390155
300,bardai,11.65,7.2333,296.93,70,78,2.09,NG,1689390155
301,grand falls-windsor,48.9332,-55.6649,292.32,92,100,0.89,CA,1689390155
302,klazienaveen,52.7242,6.9903,294.8,72,98,5.9,NL,1689390155
303,greenville,35.6127,-77.3663,300.16,94,0,2.57,US,1689390122
304,longfeng,46.55,125.1167,290.12,94,100,5.6,CN,1689390156
305,shelton,41.3165,-73.0932,298.16,80,100,3.6,US,1689390012
306,port-saint-louis-du-rhone,43.3833,4.8,297.28,69,0,2.06,FR,1689390156
307,xifeng,42.7372,124.7222,291.66,96,100,4.62,CN,1689390156
308,al qusiyah,27.4402,30.8184,300.3,34,97,5.89,EG,1689390157
309,margate,51.3813,1.3862,288.65,93,62,3.58,GB,1689390157
310,timbuktu,16.7735,-3.0074,302.65,48,100,4.82,ML,1689390157
311,belmonte,-15.8631,-38.8828,296.89,91,21,1.87,BR,1689390158
312,puerto deseado,-47.7503,-65.8938,276.17,79,100,3.76,AR,1689390158
313,jamestown,42.097,-79.2353,292.95,83,0,0.45,US,1689390139
314,papao,-17.75,-149.55,300.74,67,0,3.07,PF,1689390159
315,orange cove,36.6244,-119.3137,309.22,33,0,2.06,US,1689390159
316,kayangel,8.0823,134.7173,302.24,75,93,6.2,PW,1689390159
317,warner robins,32.621,-83.5999,300.45,92,0,2.06,US,1689390159
318,aldama,22.9167,-98.0667,302.31,93,2,1.41,MX,1689390160
319,vila velha,-20.3297,-40.2925,293.12,77,100,5.66,BR,1689390014
320,sur,22.5667,59.5289,302.69,66,34,4.66,OM,1689390160
321,constitucion,-35.3333,-72.4167,282.38,87,100,3.55,CL,1689390160
322,fuerte olimpo,-21.0415,-57.8738,284.91,49,6,1.32,PY,1689390161
323,klyuchi,52.2667,79.1667,300.98,40,6,10.23,RU,1689390161
324,chistopol',55.3631,50.6424,290.6,66,16,3.0,RU,1689390161
325,vila franca do campo,37.7167,-25.4333,291.38,78,80,2.25,PT,1689390161
326,jabor,5.921,169.6434,301.03,80,97,9.68,MH,1689390162
327,hasaki,35.7333,140.8333,303.37,81,100,7.32,JP,1689390162
328,thisted,56.9552,8.6949,288.79,94,100,5.97,DK,1689390162
329,launceston,-41.45,147.1667,286.82,57,66,7.72,AU,1689389882
330,uturoa,-16.7333,-151.4333,299.32,70,5,4.38,PF,1689390162
331,portales,34.1862,-103.3344,303.89,41,4,9.94,US,1689390163
332,marquelia,16.5833,-98.8167,300.91,74,79,1.69,MX,1689390163
333,jayapura,-2.5333,140.7,303.81,76,73,2.13,ID,1689390163
334,dordrecht,51.81,4.6736,294.23,78,75,1.34,NL,1689390163
335,beaconsfield,45.4334,-73.8659,297.28,78,75,2.06,CA,1689390164
336,west plains,36.7281,-91.8524,300.61,81,75,3.6,US,1689390164
337,gladstone,-23.85,151.25,298.03,53,40,7.2,AU,1689390025
338,weno,7.4515,151.8468,302.06,77,40,6.9,FM,1689390164
339,ad dilam,23.9915,47.1627,304.38,8,7,3.08,SA,1689390165
340,la sarre,48.8002,-79.1996,292.01,66,75,3.21,CA,1689390165
341,rioja,-29.4111,-66.8507,282.15,57,0,1.3,AR,1689390091
342,tura,25.5198,90.2201,297.12,97,100,2.25,IN,1689390166
343,tshabong,-26.05,22.45,282.41,62,45,5.17,BW,1689390166
344,jonuta,18.0833,-92.1333,301.09,73,100,4.3,MX,1689390167
345,torghay,49.6339,63.4981,293.66,47,5,8.0,KZ,1689390167
346,talcahuano,-36.7167,-73.1167,280.97,76,0,3.09,CL,1689390167
347,aykhal,66.0,111.5,282.01,46,61,5.97,RU,1689390167
348,fiambala,-27.6871,-67.6149,285.99,17,0,1.39,AR,1689390168
349,manaure,11.7751,-72.4445,301.25,70,86,9.74,CO,1689390168
350,opuwo,-18.0607,13.84,279.9,45,0,0.94,NA,1689390068
351,castillos,-34.1667,-53.8333,279.22,82,100,2.27,UY,1689390168
352,palapag,12.5458,125.1147,303.78,64,96,3.52,PH,1689390169
353,aurich,53.4667,7.4833,292.66,77,100,3.09,DE,1689390169
354,cherepovets,59.1333,37.9,286.05,100,40,0.0,RU,1689390169
355,knyaze-volkonskoye,48.4642,135.4567,292.34,39,100,5.06,RU,1689390169
356,vila do maio,15.1333,-23.2167,300.59,87,100,3.81,CV,1689390170
357,bure,10.7,37.0667,285.73,96,93,0.5,ET,1689390170
358,muncar,-8.4333,114.3333,299.49,77,73,3.18,ID,1689390170
359,severo-vostotchnyi bank,39.4112,49.2479,298.37,61,0,1.55,AZ,1689390171
360,kzyltu,53.6364,72.3414,291.69,51,90,7.63,KZ,1689390171
361,tempoal de sanchez,21.5167,-98.3833,301.61,68,17,4.29,MX,1689390171
362,bakchar,57.0186,82.0711,297.67,67,58,4.46,RU,1689390172
363,general conesa,-40.1,-64.4333,280.17,65,2,4.73,AR,1689390172
364,crucecita,-28.95,-58.9833,280.54,83,66,2.73,AR,1689390172
365,yanbu,24.0891,38.0637,303.17,35,0,5.66,SA,1689389897
366,kill devil hills,36.0307,-75.676,301.47,81,75,6.69,US,1689390027
367,cobija,-11.0267,-68.7692,291.25,88,75,3.09,BO,1689390173
368,nova sintra,14.8667,-24.7167,295.34,87,100,3.52,CV,1689390173
369,gwanda,-20.9333,29.0,279.89,80,1,2.03,ZW,1689390173
370,upington,-28.4478,21.2561,288.36,41,0,6.17,ZA,1689390173
371,ardakan,32.31,54.0175,304.08,14,0,1.59,IR,1689390174
372,carutapera,-1.195,-46.02,297.71,93,11,2.84,BR,1689390174
373,redencao,-4.2258,-38.7306,295.41,95,15,0.85,BR,1689390173
374,yatou,37.15,122.3833,302.72,55,90,4.28,CN,1689390174
375,fisterra,42.9049,-9.2629,290.23,82,100,7.38,ES,1689390175
376,mitu,1.1983,-70.1733,295.02,98,93,0.99,CO,1689390005
377,wodonga,-36.1167,146.8833,288.68,100,100,2.13,AU,1689390175
378,tarija,-21.5355,-64.7296,284.1,71,5,2.57,BO,1689390175
379,afaahiti,-17.75,-149.2833,299.85,70,0,3.11,PF,1689390176
380,waingapu,-9.6567,120.2641,301.44,58,20,6.57,ID,1689390176
381,sokoni,-6.4333,39.55,297.07,75,7,8.28,TZ,1689390176
382,ganye,8.4333,12.0667,295.45,83,84,0.8,NG,1689390176
383,tadine,-21.55,167.8833,294.93,62,46,9.42,NC,1689390177
384,aral,40.5156,81.2636,308.36,12,52,2.69,CN,1689390177
385,gore,-46.1028,168.9436,285.56,71,89,1.66,NZ,1689390177
386,saint-tropez,43.2693,6.6398,295.37,71,1,1.84,FR,1689390178
387,panaba,21.2833,-88.2667,299.11,93,26,4.6,MX,1689390178
388,santa cruz de tenerife,28.4682,-16.2546,299.99,85,20,11.83,ES,1689390042
389,haiku-pauwela,20.9219,-156.3051,301.21,65,0,8.75,US,1689390178
390,saint croix,17.7397,-64.7388,299.9,76,4,7.96,VI,1689390179
391,ulsteinvik,62.3432,5.8487,286.35,93,8,4.47,NO,1689390179
392,mount pearl,47.5166,-52.7813,290.34,100,75,5.66,CA,1689390179
393,kavaratti,10.5669,72.642,301.2,76,69,5.07,IN,1689390179
394,rio grande,-32.035,-52.0986,277.01,73,100,1.34,BR,1689390180
395,ust'-kalmanka,52.1207,83.305,305.53,28,60,5.04,RU,1689390180
396,amherst,41.3978,-82.2224,297.86,79,0,2.57,US,1689390180
397,reguiba,33.5639,6.7033,303.18,17,0,2.06,DZ,1689390181
398,hammerfest,70.6634,23.6821,290.4,67,20,1.54,NO,1689390181
399,yarkovo,57.4028,67.0786,291.84,85,27,0.62,RU,1689390181
400,howrah,22.5892,88.3103,301.15,89,100,0.0,IN,1689389885
401,san-pedro,4.7485,-6.6363,297.25,90,43,0.43,CI,1689390182
402,tchintabaraden,15.8969,5.7985,305.89,35,83,2.87,NE,1689390183
403,cooper's town,26.8667,-77.5167,302.57,74,63,6.1,BS,1689390183
404,totness,5.8833,-56.3167,298.97,89,97,4.23,SR,1689390183
405,saldanha,-33.0117,17.9442,278.18,83,0,2.31,ZA,1689390184
406,mambusao,11.4289,122.5961,303.69,58,94,3.05,PH,1689390184
407,rio claro,-22.4114,-47.5614,282.03,71,0,1.61,BR,1689390049
408,puerto santa,-8.9906,-78.6456,294.36,83,52,3.92,PE,1689390185
409,gaillac,43.9016,1.8969,296.68,93,13,2.75,FR,1689390186
410,cidreira,-30.1811,-50.2056,282.66,78,96,2.55,BR,1689390186
411,bhuban,20.8833,85.8333,300.08,87,100,1.91,IN,1689390186
412,walvis bay,-22.9575,14.5053,285.98,87,0,3.09,NA,1689390187
413,businga,3.3333,20.8833,293.94,98,98,0.49,CD,1689390187
414,damghan,36.1683,54.348,301.0,36,1,1.33,IR,1689390188
415,sitka,57.0531,-135.33,287.09,88,75,2.06,US,1689390188
416,angaur state,6.906,134.13,301.92,76,98,5.27,PW,1689390188
417,hancheng,32.5186,112.3522,305.16,44,100,3.93,CN,1689390188
418,genhe,50.7833,121.5167,300.72,35,96,2.7,CN,1689390189
419,wenling,28.3669,121.36,303.5,74,59,3.84,CN,1689390189
420,svendborg,55.0598,10.6068,291.96,77,100,8.2,DK,1689390190
421,darwin,-12.4611,130.8418,304.2,42,20,3.6,AU,1689390190
422,tierp,60.3427,17.5181,285.35,91,59,0.77,SE,1689390191
423,puerto san jose,13.9256,-90.8244,300.7,76,1,1.41,GT,1689390191
424,ad dabbah,18.05,30.95,304.19,13,85,4.34,SD,1689390192
425,vaijapur,19.9167,74.7333,298.38,76,100,7.36,IN,1689390192
426,horta,38.5333,-28.6333,292.6,82,82,3.58,PT,1689390193
427,dwarka,22.2394,68.9678,301.79,78,92,8.56,IN,1689390193
428,mandalgovi,45.7625,106.2708,294.01,38,0,1.79,MN,1689390193
429,el granada,37.5027,-122.4694,299.71,88,100,8.23,US,1689390194
430,salekhard,66.53,66.6019,291.55,50,25,3.12,RU,1689390194
431,hailun,47.45,126.9333,289.27,95,100,5.91,CN,1689390194
432,ephrata,40.1798,-76.1788,297.66,1,29,0.72,US,1689390195
433,touros,-5.1989,-35.4608,298.66,82,5,5.48,BR,1689390081
434,akom ii,2.7833,10.5667,294.13,98,94,0.2,CM,1689390196
435,gorontalo,0.5412,123.0595,297.43,96,100,1.15,ID,1689389985
436,taksimo,56.3444,114.8794,293.89,46,31,0.93,RU,1689390196
437,valparaiso,-33.0393,-71.6273,288.15,62,0,1.54,CL,1689389934
438,thurso,58.5927,-3.5259,286.29,94,100,9.81,GB,1689390196
439,taoudenni,22.6783,-3.9836,306.9,5,0,4.95,ML,1689390197
440,venancio aires,-29.6064,-52.1919,281.08,91,100,0.75,BR,1689390197
441,elek,46.5333,21.25,292.23,95,31,2.18,HU,1689390197
442,roma,43.2128,-75.4557,293.63,87,0,0.0,US,1689390198
443,labuan,5.2767,115.2417,301.35,78,40,1.54,MY,1689390198
444,saham,24.1722,56.8886,304.54,76,18,1.48,OM,1689390198
445,lao cai,22.4833,103.95,300.4,90,100,1.15,VN,1689390199
446,urangan,-25.3,152.9,294.29,59,9,2.35,AU,1689390200
447,orange,33.7,-117.7675,306.29,60,20,4.63,US,1689390196
448,isangel,-19.55,169.2667,297.21,73,40,7.2,VU,1689390201
449,qarqaraly,49.4058,75.4742,293.11,28,0,9.33,KZ,1689390201
450,tamanrasset,22.785,5.5228,297.1,16,0,2.06,DZ,1689390201
451,muar,2.0442,102.5689,303.33,73,99,3.13,MY,1689390201
452,siliguri,26.7,88.4333,299.24,91,100,1.78,IN,1689390034
453,vilyuchinsk,52.9306,158.4028,288.3,90,100,1.52,RU,1689390202
454,nago,26.5881,127.9761,303.96,75,97,7.22,JP,1689390202
455,uji,34.8833,135.8,305.72,50,99,6.65,JP,1689390203
456,aracuai,-16.8497,-42.0703,294.65,75,86,3.7,BR,1689390203
457,kattivakkam,13.2167,80.3167,304.2,73,100,5.37,IN,1689390204
458,la ronge,55.1001,-105.2842,289.29,55,100,2.06,CA,1689390207
459,hobyo,5.3505,48.5268,297.89,85,94,10.07,SO,1689390209
460,winnemucca,40.973,-117.7357,303.3,17,0,2.45,US,1689389973
461,mejit,10.2753,170.8646,301.5,78,65,7.64,MH,1689390210
462,lazaro cardenas,17.9583,-102.2,301.07,80,23,1.68,MX,1689390211
463,kesinga,20.2,83.2333,299.62,84,100,2.24,IN,1689390211
464,trinidad,-14.8333,-64.9,288.45,58,1,1.64,BO,1689390019
465,punta del este,-34.9667,-54.95,280.3,86,75,1.79,UY,1689390012
466,al jawf,29.5,38.75,300.78,18,38,1.28,SA,1689390138
467,sodankyla,67.4167,26.6,286.39,84,99,1.07,FI,1689390199
468,mahriz,31.5917,54.4318,297.43,15,0,0.94,IR,1689390214
469,el charco,2.4769,-78.1105,297.38,98,100,0.33,CO,1689390215
470,broken hill,-31.95,141.4333,291.73,36,34,6.61,AU,1689390215
471,fada,9.5667,8.3,293.61,91,99,1.14,NG,1689390215
472,barcelos,41.5388,-8.6151,291.4,88,99,1.2,PT,1689390216
473,dhidhdhoo,6.8833,73.1,301.12,76,30,4.5,MV,1689390216
474,lagos,6.5833,3.75,299.33,94,100,1.77,NG,1689389877
475,laibin,23.7,109.2667,304.75,64,60,2.54,CN,1689390216
476,flying fish cove,-10.4217,105.6791,298.97,73,40,5.66,CX,1689390216
477,yanai,33.9667,132.1167,302.15,83,100,4.59,JP,1689390217
478,archangelos,36.2149,28.1149,302.21,40,0,2.37,GR,1689390217
479,hailar,49.2,119.7,298.28,54,33,4.8,CN,1689390217
480,zavodskoy,43.4597,132.2922,294.92,88,75,1.0,RU,1689390217
481,camacupa,-12.0167,17.4833,284.24,45,1,1.8,AO,1689390218
482,gulf shores,30.246,-87.7008,299.45,78,0,0.0,US,1689390218
483,antsiranana,-12.2787,49.2917,294.9,68,4,7.6,MG,1689390218
484,crane,31.3974,-102.3501,307.01,21,31,8.03,US,1689390219
485,chenzhou,25.8,113.0333,304.23,74,99,2.56,CN,1689390219
486,strathalbyn,-35.2667,138.9,285.88,97,100,2.71,AU,1689390219
487,susanville,40.4163,-120.653,306.06,22,0,1.34,US,1689390219
488,okhotsk,59.3833,143.3,289.08,79,92,3.9,RU,1689390220
489,kasane,-17.8167,25.15,282.45,62,0,2.31,BW,1689390220
490,seria,4.6167,114.3167,300.27,71,99,4.47,BN,1689390220
491,sao francisco,-15.9486,-44.8644,294.09,56,1,2.25,BR,1689390221
492,igarka,67.4667,86.5833,279.58,91,100,3.9,RU,1689390221
493,ouani,-12.1322,44.4258,298.21,71,17,6.42,KM,1689390221
494,quebo,11.3333,-14.9333,297.27,93,100,3.51,GW,1689390221
495,akureyri,65.6835,-18.0878,279.11,81,75,5.14,IS,1689390222
496,port shepstone,-30.7414,30.455,287.32,59,100,2.46,ZA,1689390222
497,kailua-kona,19.6406,-155.9956,301.64,78,31,3.58,US,1689390139
498,baza,37.4907,-2.7726,296.72,51,0,2.0,ES,1689390222
499,jacksonville,30.3322,-81.6556,300.36,86,0,2.57,US,1689389897
500,siracusa,37.0881,15.2792,299.44,43,0,1.33,IT,1689390085
501,ironwood,46.4547,-90.171,293.6,73,40,3.6,US,1689390223
502,neftegorsk,52.802,51.166,289.04,71,5,0.66,RU,1689390223
503,keflavik,64.0049,-22.5624,281.41,81,75,9.26,IS,1689390223
504,yinchuan,38.4681,106.2731,302.31,24,1,0.7,CN,1689390224
505,imbituba,-28.24,-48.6703,285.65,80,87,2.2,BR,1689390126
506,christchurch,-43.5333,172.6333,288.97,73,87,4.12,NZ,1689390176
507,mushie,-3.0167,16.9,298.46,55,13,0.81,CD,1689390224
508,olds,51.7834,-114.102,293.62,83,24,0.0,CA,1689390225
509,kanchanaburi,14.6333,99.1,300.14,77,99,4.3,TH,1689390225
510,lockwood,45.8191,-108.4149,297.09,48,75,0.0,US,1689390225
511,linxia chengguanzhen,35.6003,103.2064,295.24,44,0,0.78,CN,1689390226
512,okha,53.5739,142.9478,290.68,60,1,5.7,RU,1689390226
513,marang,5.2056,103.2059,304.24,66,92,0.8,MY,1689390226
514,mogocha,53.7333,119.7667,300.47,27,0,1.48,RU,1689390226
515,ndioum,16.5129,-14.6471,302.32,56,59,5.64,SN,1689390226
516,nagqu,31.5,92.0,282.64,64,98,1.89,CN,1689390227
517,labytnangi,66.6572,66.4183,292.19,51,19,2.93,RU,1689390227
518,black point,-34.6187,137.8972,285.09,82,100,5.23,AU,1689390227
519,hrebinka,50.1171,32.4361,287.44,86,1,3.1,UA,1689390227
520,gizo,-8.103,156.8419,299.74,86,100,8.12,SB,1689390228
521,lake munmorah,-33.1936,151.5719,296.98,41,21,1.79,AU,1689390228
522,shahr sultan,29.5765,71.0212,309.19,41,0,8.74,PK,1689390228
523,watertown,42.3709,-71.1828,297.61,84,100,3.6,US,1689390228
524,north battleford,52.7834,-108.2847,289.2,67,75,3.6,CA,1689390149
525,port hedland,-20.3167,118.5667,297.18,31,0,8.75,AU,1689390229
526,mikuni,36.2171,136.1519,306.1,64,84,7.47,JP,1689390230
527,geraldton,-28.7667,114.6,287.38,62,0,8.75,AU,1689390155
528,kerewan,13.4898,-16.0888,300.24,79,97,2.68,GM,1689390231
529,jaru,-10.4389,-62.4664,295.43,68,5,1.98,BR,1689390231
530,loukhi,66.0764,33.0381,287.72,94,100,1.21,RU,1689390231
531,remire-montjoly,4.9167,-52.2667,298.17,94,100,0.51,GF,1689390231
532,peiting,47.8,10.9333,291.1,88,94,1.03,DE,1689390232
533,pathein,16.7833,94.7333,299.27,88,99,2.34,MM,1689390232
534,marshfield,44.6689,-90.1718,292.53,97,84,1.7,US,1689390055
535,nampula,-15.1165,39.2666,288.6,100,40,3.6,MZ,1689390054
536,lerwick,60.1545,-1.1494,287.15,91,100,7.45,GB,1689390233
537,idri,27.5,13.2667,298.55,20,0,2.74,LY,1689390233
538,selfoss,63.9331,-20.9971,281.4,86,71,5.12,IS,1689390233
539,bafra,41.5678,35.9069,295.2,65,0,2.63,TR,1689390234
540,turabah,21.2141,41.6331,301.46,36,87,1.56,SA,1689390234
541,songjiang,31.036,121.2146,308.13,66,92,2.16,CN,1689390234
542,sao vicente,-23.9631,-46.3919,292.03,26,41,0.45,BR,1689390070
543,san lorenzo de esmeraldas,1.2883,-78.8369,297.44,94,79,1.34,EC,1689390235
544,hola,51.5377,23.1902,287.25,70,23,1.52,PL,1689390235
545,prudnik,50.3212,17.5746,293.1,73,10,2.81,PL,1689390235
546,sola,-13.8833,167.55,298.13,80,97,13.8,VU,1689390236
547,tobelo,1.7284,128.0095,298.18,92,100,1.47,ID,1689390236
548,gidam,18.9833,81.4,299.05,86,100,0.58,IN,1689390236
549,marion,39.7684,-86.1555,299.42,78,40,3.6,US,1689390236
550,takoradi,4.8845,-1.7554,297.4,91,35,1.36,GH,1689390237
551,happy valley-goose bay,53.3168,-60.3315,296.32,64,75,3.09,CA,1689390237
552,sakaiminato,35.55,133.2333,306.14,55,75,8.75,JP,1689390237
553,kudat,6.8837,116.8477,300.11,83,40,6.26,MY,1689390237
554,porto barra do ivinheima,-22.9667,-53.6667,282.51,74,0,1.24,BR,1689390237
555,dunedin,-45.8742,170.5036,285.82,61,58,0.89,NZ,1689390158
556,puerto cortez,15.8333,-87.95,298.34,87,16,3.82,HN,1689390238
557,bereznik,62.8551,42.7072,288.96,73,36,0.56,RU,1689390238
558,dongola,19.1667,30.4833,303.5,12,94,5.07,SD,1689390141
559,sinabang,2.4803,96.3801,301.16,68,82,0.56,ID,1689390239
560,san fernando,15.0286,120.6898,300.0,72,99,8.05,PH,1689390239
561,yen vinh,18.6667,105.6667,306.27,56,100,1.36,VN,1689390240
562,merritt,50.1123,-120.7942,297.87,41,45,2.31,CA,1689390240
563,at-bashi,41.1702,75.8106,296.09,32,8,0.64,KG,1689390240
564,motueka,-41.1333,173.0167,289.87,62,99,1.01,NZ,1689390240
565,birao,10.2849,22.7882,294.74,94,100,1.38,CF,1689390241
566,manokwari,-0.8667,134.0833,299.71,82,99,6.72,ID,1689390241
567,yanchep,-31.55,115.6833,288.22,49,0,4.25,AU,1689390241
568,arinos,-15.9169,-46.1056,293.6,57,3,0.97,BR,1689390242
569,mata-utu,-13.2816,-176.1745,301.13,74,8,8.12,WF,1689390242
570,reggane,26.7158,0.1714,307.32,8,0,7.74,DZ,1689390242
571,tateyama,34.9833,139.8667,298.5,88,100,10.06,JP,1689390091
572,murun-kuren,49.6342,100.1625,295.65,49,40,1.77,MN,1689390243
573,kittila,67.6647,24.8936,284.6,100,20,1.03,FI,1689390243
574,novodvinsk,64.4165,40.8122,289.79,73,0,2.21,RU,1689390244
575,khurba,50.4072,136.8819,300.98,24,99,5.01,RU,1689390244
576,conception bay south,47.4999,-52.9981,290.68,95,95,3.78,CA,1689389958
577,hood river,45.7054,-121.5215,306.57,40,0,2.24,US,1689390167
578,mana,5.6592,-53.7767,298.96,89,22,3.54,GF,1689390246
579,tucurui,-3.7661,-49.6725,297.39,78,58,1.89,BR,1689390246
580,shenjiamen,29.9576,122.298,299.94,88,100,7.87,CN,1689390247
581,plastun,44.7561,136.2939,287.66,97,100,6.79,RU,1689390247
582,robertsport,6.7533,-11.3686,298.37,82,78,1.58,LR,1689390248
583,wau,7.7029,27.9953,294.47,95,86,2.45,SS,1689390248
584,dryden,49.7833,-92.7503,289.31,72,40,2.57,CA,1689390248
585,hinton,53.4001,-117.5857,291.74,73,83,0.48,CA,1689390249
586,kralendijk,12.15,-68.2667,300.43,87,37,10.08,BQ,1689390105
587,naze,28.3667,129.4833,303.66,78,99,7.39,JP,1689390250
588,itamaraca,-7.7478,-34.8256,300.18,87,10,2.57,BR,1689390250
589,mukalla,14.5425,49.1242,303.33,59,3,1.18,YE,1689390251
590,tralee,52.2704,-9.7026,286.32,93,90,2.89,IE,1689390251
591,bubaque,11.2833,-15.8333,299.3,86,100,8.51,GW,1689390253
592,caleta de carquin,-11.0925,-77.6267,293.05,85,7,4.19,PE,1689390253
593,brisas de zicatela,15.8369,-97.0419,302.44,70,20,1.03,MX,1689390253
